14.937553	9.265024	9.716481	14.653244	11.305095	11.282203	14.015519	8.236848	12.401437
10.571337	9.458149	5.062392	11.209997	8.912600	5.272054	10.226556	10.433865	5.024014
10.446758	7.321035	5.801958	11.117421	6.938105	6.208408	10.260957	6.587139	6.355239
12.266771	6.377080	12.595419	13.320190	8.714946	13.510695	14.015519	8.236848	12.401437
9.725014	14.493145	12.176243	9.205133	14.392606	12.252375	9.064376	14.840585	9.167326
6.753489	11.816114	6.659057	5.158884	11.073644	10.640999	7.937987	13.129909	6.690654
14.117843	7.459783	11.261216	12.266771	6.377080	12.595419	11.384146	5.690871	12.124981
8.199114	9.759946	5.341762	8.974737	8.296277	5.412390	8.592368	10.051224	5.202506
12.266771	6.377080	12.595419	9.839295	6.242229	13.294440	10.165207	7.784490	14.479311
14.152763	7.716248	11.593435	14.937553	9.265024	9.716481	14.015519	8.236848	12.401437
14.117843	7.459783	11.261216	11.117421	6.938105	6.208408	14.937553	9.265024	9.716481
10.944724	5.279659	11.351251	11.384146	5.690871	12.124981	9.839295	6.242229	13.294440
8.974737	8.296277	5.412390	9.496245	9.964059	5.025571	8.592368	10.051224	5.202506
6.770436	6.738243	11.982639	7.056661	7.445202	13.132054	5.322912	8.642992	11.132862
10.673678	8.166588	5.397310	11.209997	8.912600	5.272054	11.117421	6.938105	6.208408
5.644423	10.577331	12.386554	8.543165	9.966597	14.782940	5.885620	12.110829	11.901651
13.699074	12.479352	12.273690	13.607095	13.211348	8.705353	14.653244	11.305095	11.282203
9.725014	14.493145	12.176243	10.082778	13.067294	13.947766	10.208688	12.999101	13.995228
9.159806	8.319949	14.633735	10.026930	10.425590	14.981782	10.165207	7.784490	14.479311
6.753489	11.816114	6.659057	5.158884	11.073644	10.640999	5.586711	10.679480	7.750291
13.699074	12.479352	12.273690	13.320190	8.714946	13.510695	10.026930	10.425590	14.981782
9.193827	7.673832	14.351899	7.056661	7.445202	13.132054	9.839295	6.242229	13.294440
9.193827	7.673832	14.351899	10.023145	7.654517	14.415673	9.839295	6.242229	13.294440
9.713685	10.386703	5.023205	10.226556	10.433865	5.024014	11.864451	12.559910	6.130803
7.042560	8.441589	13.718185	9.159806	8.319949	14.633735	8.543165	9.966597	14.782940
9.725014	14.493145	12.176243	13.699074	12.479352	12.273690	13.607095	13.211348	8.705353
7.056661	7.445202	13.132054	7.042560	8.441589	13.718185	5.322912	8.642992	11.132862
8.974737	8.296277	5.412390	9.940846	8.955551	5.110662	9.496245	9.964059	5.025571
14.117843	7.459783	11.261216	14.152763	7.716248	11.593435	12.266771	6.377080	12.595419
7.042560	8.441589	13.718185	5.644423	10.577331	12.386554	8.543165	9.966597	14.782940
10.082778	13.067294	13.947766	10.026930	10.425590	14.981782	8.543165	9.966597	14.782940
14.937553	9.265024	9.716481	13.607095	13.211348	8.705353	14.653244	11.305095	11.282203
9.205133	14.392606	12.252375	9.064376	14.840585	9.167326	5.885620	12.110829	11.901651
13.320190	8.714946	13.510695	10.026930	10.425590	14.981782	10.165207	7.784490	14.479311
9.725014	14.493145	12.176243	13.607095	13.211348	8.705353	9.064376	14.840585	9.167326
13.699074	12.479352	12.273690	10.208688	12.999101	13.995228	10.026930	10.425590	14.981782
13.320190	8.714946	13.510695	14.653244	11.305095	11.282203	14.015519	8.236848	12.401437
8.974737	8.296277	5.412390	6.770436	6.738243	11.982639	10.260957	6.587139	6.355239
9.713685	10.386703	5.023205	9.496245	9.964059	5.025571	8.592368	10.051224	5.202506
5.158884	11.073644	10.640999	5.084785	9.303199	10.595930	5.586711	10.679480	7.750291
14.117843	7.459783	11.261216	10.944724	5.279659	11.351251	11.117421	6.938105	6.208408
